Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
"Diversity, Equity, and Inclusion for Organizational Leaders Specialization",5.0,Beginner level,40,Flexible schedule,10,"Examine the roots of DEI in social justice, what creates power and privilege, and how identities, biases, and stereotypes are formed. Learn effective business strategies to employ diversity, equity, and inclusion to enhance business initiatives.Focus on management practices for working with diverse teams as well as sustaining diversity, equity, and inclusion efforts in the workplace.","['Organization Development', 'Cross-Cultural Communication', 'DEI Strategy', 'Leadership And Management', 'Workplace Inclusion']","['Foundations of Diversity, Equity, and Inclusion', 'Diversity, Equity, and Inclusion Applications for Executives', 'Diversity, Equity, and Inclusion Best Practices for Managers']",['Sam Mejias'],"['Parsons School of Design, The New School']",Social Sciences,https://www.coursera.org/specializations/dei-for-organizational-leaders
Diseño y Gestión de Proyectos de Desarrollo Specialization,4.8,Beginner level,40,Flexible schedule,233,"Identificar las fases, conceptos, procesos y herramientas de un diseño adecuado de proyectos de desarrollo con un enfoque por resultados.Aplicar distintas herramientas de gestión en proyectos de desarrollo para lograr los objetivos propuestos con los recursos disponibles.Evaluar los riesgos de un proyecto de desarrollo y su nivel de impacto para determinar una respuesta adecuada.","['Gestión de Recursos Humanos', 'Gestión de proyectos', 'Manejo del tiempo', 'Control de proyecto', 'Sostenibilidad', 'Gestión de riesgos', 'Priorización de riesgos', 'Planificación estratégica', 'Análisis e identificación de riesgos', 'Gestion de Proyectos de Desarrollo', 'Sostenbilidad', 'Diseño de Proyectos', 'Evaluación de necesidades']","['Diseño de Proyectos de Desarrollo', 'Herramientas de gestión de proyectos de desarrollo', 'Gestión con enfoque en riesgos en proyectos de desarrollo', 'Proyecto Final: Diseño y Gestión de Proyectos de Desarrollo']","['Ernesto Mondelo', 'Claudia Useche', 'Allan Quijano', 'Rosangela Bando', 'Santiago German Fretes Arguello', 'Vanessa Sayos del Castillo', 'Agustín Sarría']",['Banco Interamericano de Desarrollo'],Social Sciences,https://www.coursera.org/specializations/especializacion-en-diseno-y-gestion-de-proyectos-de-desarrollo
Online Learning  Design for Educators Specialization,4.7,Beginner level,40,Flexible schedule,201,1. Investigate a range of challenges faced when learning in online environments2. Select and use a variety of design-thinking principles to develop basic digital multimodal texts3. Demonstrate an understanding of a range of techniques an educator can use to improve online learning environments and synchronous online classes,"['Video Conferencing', 'Lesson Plan', 'Virtual Class', 'Web Conferencing', 'Zoom', 'Teaching', 'Pedagogy', 'Instructional Design', 'Learning', 'Online Learning Community', 'Infographics', 'Multimedia', 'Design-thinking', 'Podcast', 'Video Production']","['Online education: The foundations of online teaching', 'Create video, audio and infographics for online learning ', 'Online teaching: Using Zoom to connect with learners ']","['Billy Bruce', 'A/Professor Iain Hay', 'Jada Bennett']",['Macquarie University'],Social Sciences,https://www.coursera.org/specializations/online-learning-design-educators
Innovación Educativa,4.7,Beginner level,50,Flexible schedule,182,Analizar el concepto de innovación y las características de las innovaciones educativas. Conocer las diferentes tendencias en educación para aplicarlas en las innovaciones educativasIdentificar el impacto de la innovación educativa en la sociedad y en el ámbito educativo. ,[],"['Módulo 1. Innovación educativa ', 'Módulo 2. Tendencias pedagógicas', 'Módulo 3. Tecnologías emergentes para la innovación educativa', 'Módulo 4: Práctica de la innovación educativa', 'Módulo 5. Ecosistemas educativos innovadores']","['Juan Francisco Salazar Ortiz', 'Lorena G Caballero ', 'Myriam Azeneth Benavides Gómez', 'Montserrat Comellas Ángeles', 'Brenda Ileana Solis Herrera', 'Eder Estrada Villalba', 'Rodrigo Urcid Puga']",['Tecnológico de Monterrey'],Social Sciences,https://www.coursera.org/learn/innovacion-educativa
"People, Technology and the Future of Mobility ",4.7,Beginner level,19,Flexible schedule,650,"Learn about cutting-edge electric and autonomous vehicle technology.Examine the opportunities and challenges posed by new mobility through the perspectives of public policy, health, law, urban planning, and economics.Understand how you can play a role in transforming the future of mobility.","['Social impact', 'mobility', 'Autonomous vehicles', 'technology', 'Electric Vehicles']","['Week 1: Course Introduction and Background', 'Week 2: Electrification—The Basic Technologies (Part 1)', 'Week 3: Electrification—The Basic Technologies (Part 2)', 'Week 4: Electrification—The Impacts', 'Week 5: Vehicle Automation—The Basic Technologies', 'Week 6: Automation—The Impacts']",['Elisabeth Gerber'],['University of Michigan'],Social Sciences,https://www.coursera.org/learn/people-technology-and-the-future-of-mobility
Dirección y Gestión de Negocios Specialization,4.6,Beginner level,40,Flexible schedule,36,"Importancia del desarrollo estratégico y del marketing.Sistemas ágiles de gestión.Management de sistemas de información y procesos, integración de la tecnología con el negocio de la empresa.","['Estrategia de negocios', 'Economy', 'Administración de Recursos Humanos', 'Tecnologías de la Información', 'Marketing']","['Administración de Recursos Humanos', 'Fundamentos del Marketing', 'Economía y Finanzas de Empresas', 'Administración de las Tecnologías de la Información']","['Esteban Maccari', 'Lucas Pussetto', 'Roberto de Gori', 'Estela Trepat']",['Universidad de Palermo'],Social Sciences,https://www.coursera.org/specializations/direccion-y-gestion-de-negocios
Hands-on Internet of Things Specialization,4.7,Intermediate level,80,Flexible schedule,132,"How to build an autonomous networked device, how to program and connect this device, how to use wireless networking protocols.","['Python Programming', 'Device Programming', 'Raspberry Pi', 'Machine Learning']","['IoT Devices', 'IoT Communications', 'IoT Networking', 'IoT Cloud']",['Matthew Caesar'],['University of Illinois at Urbana-Champaign'],Social Sciences,https://www.coursera.org/specializations/uiuc-iot
Disability Inclusion in Education: Building Systems of Support ,4.8,Beginner level,14,Flexible schedule,577,To use disability inclusion principles to describe the support needs of learners with disabilities.To identify the systemic support structures available to teachers within the education system.To recognise the impairment specific support needs of learners with disabilities.,"['teaching activities', 'Building Systems of Support', 'classroom strategies', 'Disability Inclusion']","['Inclusive education and special education: Equality and equity ', 'Supporting disability inclusion ', 'Systemic support for educators ', 'Principles and approaches for disability inclusion ', 'Inclusive teaching ']",['Judith McKenzie'],['University of Cape Town'],Social Sciences,https://www.coursera.org/learn/disability-inclusion-education
"Primeros pasos en el proceso de diseño de UX: Empatizar, definir e idear",4.9,Beginner level,30,Flexible schedule,697,Describir métodos comunes de investigación en UX.Empatizar con los usuarios para comprender sus necesidades y dificultades.Desarrollar declaraciones de problemas para definir las necesidades del usuario. Generar ideas de posibles soluciones a los problemas de los usuarios. ,"['Diseño de la experiencia del usuario (UXD)', 'Experiencia del usuario (UX)', 'Esquema', 'Investigación en UX', 'Prototipo']","['Integrar la investigación en el proceso de diseño', 'Empatizar con los usuarios y definir los puntos débiles', 'Creación de historias de usuario y mapas de recorrido del usuario', 'Definición de problemas de usuario', 'Idear soluciones de diseño']",['Google Career Certificates'],['Google'],Social Sciences,https://www.coursera.org/learn/primeros-pasos-en-el-proceso-de-diseno-de-ux-empatizar-definir-e-idear
Liderazgo y habilidades de negociación Specialization,4.7,Advanced level,80,Flexible schedule,250,Identificar las estrategias de negociación en función de los resultados esperados y su impacto en la relación entre las partes involucradasDesarrollar habilidades de comunicación más importantes: asertividad y empatía,[],"['Comunicación efectiva para el líder actual', 'Habilidades de negociación y comunicación efectiva', 'Estrategias y estilos de negociación\xa0\xa0\xa0\xa0\xa0\xa0']","['Carlos Alberto Tena Sánchez', 'Daniel Meade Monteverde']",['Tecnológico de Monterrey'],Social Sciences,https://www.coursera.org/specializations/liderazgo-habilidades-negociacion
Fashion Design,4.6,Intermediate level,10,Flexible schedule,216,Innovative new design process techniques based on original researchHow to apply environmentally friendly initiatives to product developmentWays to demonstrate partnership with other brandsAbility to assess the sociocultural relationship between society and fashion,"['Trend Analysis', 'ethical design and production', 'Innovation', 'Collaboration', 'design technique']","['The Fashion Design Process', 'Fashion Design: A Sustainable Approach', 'Collaborative Design', 'Fashion Trends: Interpretation, Observation and Intuition']",['Keanan Duffty'],"['Parsons School of Design, The New School']",Social Sciences,https://www.coursera.org/learn/fashion-design-process
Bases de la conception Expérience Utilisateur (UX),4.6,Beginner level,21,Flexible schedule,62,"Identifier les responsabilités professionnelles courantes des concepteurs UX débutants.Comprendre les concepts de la conception UX: la conception centrée sur l’utilisateur, le processus de conception, et la conception axée sur l’équité.Expliquer pourquoi les « design sprints » sont une partie importante et utile du travail d’un concepteur UX.Commencer à créer un portfolio en ligne où vous pourrez présenter vos futurs travaux.","['Prototype', 'Conception Expérience Utilisateur (UXD)', 'Recherche UX', 'Maquette fonctionnelle', 'Expérience utilisateur (UX)']","[""Introduction à l'UX Design"", 'Apprendre à connaître les termes, outils et cadres courants dans le design UX', 'Participer aux design sprints', 'Développer une présence professionnelle ']",['Google Career Certificates'],['Google'],Social Sciences,https://www.coursera.org/learn/bases-de-la-conception-experience-utilisateur-ux
Urban Air Mobility,4.6,Intermediate level,16,Flexible schedule,49,You will get an understanding of new mobility concepts and the influence of Urban Air Mobility on the whole transport system.,"['Understanding why social acceptance plays such an important role', 'Analyse challenges and find solution concepts', 'Understanding new mobility concepts']","['Introduction - What is Urban Air Mobility?', 'Urban Air Mobility from an Industry Perspective', 'Political perspectives', 'Demand Modeling for Urban Air Mobility', 'Aviation Management', 'Traffic Management for Urban Air Mobility', 'Urban Air Mobility and Urban Planning', 'Understanding the Acceptance of Urban Air Mobility', 'Air Mobility Trajectory Planning', 'Economics of Urban Air Mobility']","['Dr. Garrow, Laurie', 'Luis Rodrigues', 'Klaus Drechsler', 'Constantinos Antoniou ']",['Technical University of Munich (TUM)'],Social Sciences,https://www.coursera.org/learn/urban-air-mobility
Reclaiming the Street for Livable Urban Spaces,4.7,Beginner level,19,Flexible schedule,70,Explore the street as a space for experimentation and an arena for transitioning towards a new mobility paradigmUnderstand how tactical urbanism can be deployed for maximum effectiveness in changing the streetscapeArticulate the relationship between citizen activism and the bureaucratic structureRe-imagine the street as a space for people rather than infrastructure for moving traffic,"['Urban Planning', 'Citizen Activism', 'Tactical Urbanism', 'Transition Management', 'Street Experiments']","['1 — Understanding Transitions in Mobility', '2 — Streets as Transition Experiments', '3 — Living World vs. System World', '4 — Redefining Traffic in Cities', '5 — Guerilla Style', '6 — Wrapping up the Course']","['George Liu', 'Marco te Brömmelstroet', 'Anna Nikolaeva']","['University of Amsterdam', ' EIT Urban Mobility']",Social Sciences,https://www.coursera.org/learn/reclaiming-the-street
IT Support Google Professional Certificate,4.9,Beginner level,240,Flexible schedule,5095,"Dapatkan keterampilan yang dibutuhkan untuk berhasil dalam pekerjaan IT tingkat pemulaBelajar untuk melakukan tugas IT support sehari-hari termasuk perakitan komputer, jaringan nirkabel, menginstal program, dan layanan pelangganPelajari cara memberikan dukungan pelanggan secara menyeluruh, mulai dari mengidentifikasi masalah hingga pemecahan masalah dan debuggingPelajari cara menggunakan sistem termasuk Linux, Sistem Nama Domain, Antarmuka Baris Perintah, dan Kode Biner","['Protokol Jaringan', 'Algoritma dan Teknik Enkripsi', 'Layanan Pelanggan', 'Debugging', 'Komputasi Cloud.']","['Dasar-Dasar Dukungan Teknis', 'Seluk Beluk Jaringan Komputer', 'Sistem Operasi dan Anda: Menjadi Pengguna yang Berdaya', 'Administrasi Sistem dan Layanan Infrastruktur TI', 'Keamanan IT: Pertahanan terhadap Kejahatan Digital']","['Onlea support', 'Google Career Certificates']",['Google'],Social Sciences,https://www.coursera.org/professional-certificates/sertifikat-it-support-profesional-google
Power and Foreign Policy in International Relations,4.8,Beginner level,16,Flexible schedule,69,Infer why any given nation-state behaves in a certain way in the world.Explain how relative strength and weakness create opportunities and constraints in foreign policymaking.Analyze the causes for power shifts and changes in the international order over time.,"['International Relations', 'Foreign Policy', 'diplomatic relations', 'diplomacy']","['Course Introduction', 'Power and Foreign Policy–The Inseparable Twins', 'Foreign Policy of Great Powers: Case Study–The United States of America', 'Foreign Policy of Middle Powers: Case Study–India', 'Foreign Policy of Small Powers: Case Study–Qatar', 'Peer Review Assignment', 'Course Wrap-Up']",['Sreeram Sundar Chaulia'],['O.P. Jindal Global University'],Social Sciences,https://www.coursera.org/learn/power-and-foreign-policy-in-international-relations
 Introduction to Academic Writing,4.4,Beginner level,15,Flexible schedule,42,Identify the structural parts of an academic paper.Construct evidence-based arguments and articulate them within conventions of academic writing.Describe basic skills of writing policy briefs and writing for popular media.Explain how to structure a dissertation or journal article.,"['Academic Writing', 'Strategies of reading', 'Writing for popular media', 'Research And Design']","['Introduction to Academic Reading and Writing', 'Literature Review and Referencing', 'Writing Policy Briefs and Writing for Popular Media  ', 'Dissertation Writing']",['Madhura Lohokare'],['O.P. Jindal Global University'],Social Sciences,https://www.coursera.org/learn/introduction-to-academic-writing
Science Literacy ,4.4,Beginner level,22,Flexible schedule,234,"Learn how to think critically and understand the scientific method   Learn how to form well balanced and logical scientific arguments, read and design scientific research papers Learn how to differentiate and discriminate science from pseudoscience, fake science and bad science Become scientifically literate, and be able to critically evaluate information in the mainstream and social media, as well as every day life","['Communication', 'Science', 'Experimental Design', 'Media Literacy', 'Science Literacy']","['Module 1: Introduction to Science', 'Module 2: Pseudoscience', 'Module 3: Critical Thinking', 'Module 4: Scientific Methods', 'Module 5: Interpreting Evidence ']",['Dr. Claire Scavuzzo'],['University of Alberta'],Social Sciences,https://www.coursera.org/learn/science-literacy
Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots,4.8,Beginner level,10,Flexible schedule,132,"Identify the differences between traditional learning, project-based learning, community service and service learningInterpret how to best integrate the Roots & Shoots service-learning program into lessons and curricular goalsDemonstrate how the Roots & Shoots four-step process helps youth have a voice in identifying and solving a genuine need in their community Synthesize what it means to be a compassionate leader and the characteristics that exhibit compassionate leadership",[],"['Introduction', 'Step 1: Engaging Young People', 'Step 2: Making Observations & Mapping Your Community', 'Step 3: Taking Action', 'Step 4: Measuring Impact & Celebrating Success', 'Conclusion']","['Hope Martinez', 'Erin Viera-Orr', 'Dr. Jane Goodall, Ph.D., DBE', 'Brad McLain']",['University of Colorado Boulder'],Social Sciences,https://www.coursera.org/learn/compassionate-leadership-jane-goodall
DDHH y democracia: una visión desde América Latina,4.9,Beginner level,17,Flexible schedule,414,"Comprender las distintas formas de democracia y su importancia en la organización del Estado y las formas de gobierno.   Entender la importancia de los derechos humanos y su garantía en una democracia.Identificar los diferentes mecanismos de participación popular en las democracias, y  algunas barreras para su efectiva materialización.Conocer algunos de los mecanismos de protección de los derechos humanos y algunas experiencias exitosas en su defensa.","['Análisis críti', 'Identificación de problemas jurídicos', 'Pensamiento crítico', 'Identificación de rutas de protección de derechos humanos', 'Identificación de mecanismos de protección de derechos humanos']","['Introducción', 'Democracia', '¿Qué son los derechos humanos?', 'Participación democrática', 'Cómo defendemos los derechos de una democracia']","['Natalia Ángel Cabo', 'René Urueña', 'Esteban Hoyos-Ceballos']",['Universidad de los Andes'],Social Sciences,https://www.coursera.org/learn/derechos-humanos-democracia-america-latina
Transformación digital de Gobiernos Specialization,4.8,Beginner level,40,Flexible schedule,17,Identificar el rol de los Gobiernos de América Latina y el Caribe para facilitar la adaptación a la transformación digitalReconocer las características de un gobierno digital y sus beneficios en cuanto a trámites y servicios centrados en la ciudadanía y las empresasAnalizar el grado de preparación con el que se encuentra una organización para comenzar un proyecto de gobierno digital,"['Project Management', 'Digital Strategy', 'Process Improvement', 'Ciberseguridad', 'Diseño de Proyectos', 'Estrategia digital', 'firma digital', 'Digitalización', 'Transformación Digital', 'government', 'Digitizing', 'evaluación de proyectos']","['La era digital en América Latina y el Caribe', 'Gobierno Digital', 'Diseño de proyectos de gobierno digital']","['Santiago Paz', 'Juan Cristóbal Bonnefoy', 'Arturo Muente', 'Mariano Lafuente', 'Mauricio Garcia Mejia', 'Alejandro Pareja', 'Angela Maria Reyes', 'Lea Gimenez', 'Estefania Calderon', 'Pablo Libedinsky', 'Xenia Coton', 'Pau Puig Gabarró', 'Aitor Cubo Contreras', 'Benjamin Roseth', 'Claudia Suaznabar', 'Miguel Porrúa', 'Florencia Serale']",['Banco Interamericano de Desarrollo'],Social Sciences,https://www.coursera.org/specializations/transformacion-digital-de-gobiernos
CertNexus Certified Ethical Emerging Technologist Professional Certificate,4.7,Beginner level,80,Flexible schedule,377,"Apply ethical principles, frameworks, regulations, and standards utilized in data-driven technologies and analyze the challenges that may compromise their implementation.Detect and mitigate ethical risks in the design, development, and deployment of data-driven technologies.Communicate effectively with diverse stakeholders about ethical safeguards, ethical risks, and mitigation strategies.Create, implement, and evaluate the organizational policies and governance structure required for ethical data-driven technologies.","['Ethics Of Artificial Intelligence', 'Information Privacy', 'Business Analysis', 'Compliance', 'Business Strategy', 'Schedule', 'Test Preparation', 'Online proctored', 'PearsonVUE', 'Certification', 'Communication', 'Marketing', 'Crisis Management', 'Leadership And Management', 'policy', 'governance', 'Ethical Leadership', 'Code of Ethics', 'Risk Management', 'Privacy', 'Risk Assessment', 'General Statistics']","['Promote the Ethical Use of Data-Driven Technologies', 'Turn Ethical Frameworks into Actionable Steps', 'Detect and Mitigate Ethical Risks', 'Communicate Effectively about Ethical Challenges in Data-Driven Technologies', 'Create and Lead an Ethical Data-Driven Organization', 'Preparing for Your CertNexus Certification Exam']","['Tania De Gasperis', 'Aaron Hui', 'Megan Smith Branch', 'Jennifer Fischer', 'Abhishek Gupta', ""Eleanor 'Nell' Watson"", 'Renée Cummings']",['CertNexus'],Social Sciences,https://www.coursera.org/professional-certificates/certified-ethical-emerging-technologist
Qualitative Comparative Analysis (QCA),4.8,Beginner level,26,Flexible schedule,135,After the course you will understand the methodological foundations of QCA.After the course you will know how to conduct a basic QCA study by yourself. ,[],"['Introduction, analytic foundations and the QCA research process', 'Research design and calibration', 'The truth table', 'Logical minimization and the interpretation of output', 'Using FsQCA, more about the interpretation of output, and the write-up']",['Fadi Hirzalla'],['Erasmus University Rotterdam'],Social Sciences,https://www.coursera.org/learn/qualitative-comparative-analysis
Motivating Gen Z Learners: What Parents and Teachers Need to Know,4.9,Beginner level,8,Flexible schedule,283,state the key motivational concepts and the behaviorist approach to motivation.    explain how the motivation to learn is enhanced when the basic needs are fulfilled.explain how our mindsets and attributions influence our motivation.    relate the above concepts to self-regulated learning.    ,"['Education', 'Motivation', 'Teaching Philosophy', 'Positive Education', 'Learning Styles']","['Session 1 - Understanding what motivates behavior: Do punishments and rewards work?', 'Session 2 - Looking into the Needs of Learners: Needs-Based Theories of Motivation', 'Session 3 - Mindsets and Causal Attributions for Success and Failure', 'Session 4 - The Self-Regulated Learner ']","['Yvonne Seng', 'Tan Chee Soon ', 'Caroline Koh', 'Stefanie Chye']","['Nanyang Technological University, Singapore']",Social Sciences,https://www.coursera.org/learn/motivate-genz-learners
Analitik Data Google Professional Certificate,4.9,Beginner level,200,Flexible schedule,1808,"Mendapatkan pemahaman mendalam tentang praktik dan proses yang sehari-hari digunakan di pekerjaan analis data junior.Mempelajari keterampilan analitis utama (pembersihan data, analisis, visualisasi) dan alat aplikasi spreadsheet, SQL, pemrograman R, TableauMemahami cara membersihkan, mengatur data analisis, menyelesaikan perhitungan menggunakan aplikasi spreadsheet, SQL & pemrograman RMempelajari cara memvisualisasi dan menyajikan temuan data di dasbor, presentasi, dan platform visualisasi yang umum digunakan","['Analisis data', 'Visualisasi Data (DataViz)', 'Perangkat Lunak Tableau', 'Presentasi', 'Aplikasi Spreadsheet', 'Pembersihan Data', 'SQL', 'Spreadsheet', 'Kalkulasi Data', 'Agregasi data', 'R Markdown', 'Pemrograman R', 'Rstudio', 'Pemecahan Masalah', 'Pengambilan keputusan', 'Mengajukan pertanyaan', 'Metadata', 'Etika data', 'Pengumpulan data', 'Data Cleansing (Pembersihan Data)', 'Sample Size Determination (Penentuan Ukuran Sampel)', 'Data Integrity (Integritas data)', 'Portofolio Kerja', 'Studi kasus']","['Dasar-dasar Analitik Data: Data, Data di Mana-mana', 'Ajukan Pertanyaan untuk Mengambil Keputusan Berdasarkan Data', 'Mempersiapkan Data untuk Eksplorasi', 'Memproses Data dari Kotor ke Bersih', 'Menganalisis Data untuk Menjawab Pertanyaan', 'Berbagi Data Melalui Seni Visualisasi', 'Analisis Data dengan Pemrograman R', 'Proyek Akhir Analitis Data Google: Selesaikan Sebuah Studi Kasus']",['Google Career Certificates'],['Google'],Social Sciences,https://www.coursera.org/professional-certificates/analitik-data-google
إدارة الفعاليات | Events Management,4.5,Beginner level,5,Flexible schedule,56,تعريف مفهوم وأسس إدارة الفعاليات وتحديد أنواع الفعاليات، وخصائص كل نوع منهاتوضيح طرق تخطيط وتنظيم وتنفيذ الفعاليات وإدارة الحملات التسويقة والدعائية للفعالياتتحديد متطلبات الأمن والسلامة، وإدارة المخاطر في الفعاليات وإدارة الجوانب المالية والفنية للفعاليات تقييم نجاح الفعالية,"['التواصل الفعال', 'إدارة وتنظيم الفعاليات', 'قيادة فريق العمل', 'توظيف التكنولوجيا', 'إجراء الحسابات المالية']","['أسس إدارة الفعاليات', 'خطوات عملية لتخطيط الفعاليات', 'متطلبات تنظيم فعاليات ناجحة', 'إدارة الأمور المالية للفعاليات', 'تقييم الفعاليات']",['Alfaisal.KLD'],['Alfaisal University | KLD'],Social Sciences,https://www.coursera.org/learn/events-management
Tropical Forest Landscapes 101: Conservation & Restoration,4.9,Beginner level,19,Flexible schedule,94,(1) Fundamentals of tropical forest landscape management(2) Conservation & restoration strategies(3) Funding conservation & restoration,"['Reforestation', 'Agroforestry', 'Conservation Science']","['Why conserve and restore tropical forest landscapes?', 'Ecology of tropical forest landscapes', 'Social considerations for restoration and conservation', 'Conservation strategies', 'Restoration fundamentals', 'Agroforestry and agroecology', 'Funding conservation and restoration']",['Eva Garen'],['Yale University'],Social Sciences,https://www.coursera.org/learn/tropicalforests101
Organ Donation: From Death to Life ,4.8,Intermediate level,16,Flexible schedule,857,The science behind death determination and when it is possible for deceased organ donation take place. How to ensure the option of organ donation is compassionately explored in all appropriate situations at the end of life in the best way possible.,"['organ donation', 'cultural and religious considerations', 'logistics of the organ donation process', 'good ethical practices']","['Brain Death and Consent', 'Donation after Circulatory Death ', 'The Organ Donation Process', 'Ethical Issues in Transplantation']",['David Thomson'],['University of Cape Town'],Social Sciences,https://www.coursera.org/learn/organ-donation
Foundational Skills for Communicating About Health,4.7,Beginner level,14,Flexible schedule,112,"Define and collect important information about a target audience in order to make appropriate decisions about the communication effortSelect an audience-appropriate communications goalCraft a clear, concise core message for a communication effortDeploy at least two different types of narrative structures to support communications about health topics","['Communication', 'Health Communication', 'Storytelling', 'Messaging', 'Tailoring communications']","['Week 1', 'Week 2', 'Week 3', 'Week 4', 'Week 5']",['Brian  Zikmund-Fisher'],['University of Michigan'],Social Sciences,https://www.coursera.org/learn/foundational-skills-communicating-health
Research for Impact,4.9,Beginner level,20,Flexible schedule,142,"Understand the interwoven elements of Research for Impact in the context of development and adaptation research.  Identify the suite of activities involved in Research for Impact to influence change in policy, practice, behaviour, and attitudes.Appraise opportunities and challenges in your research plan through a Research for Impact lens.","['development and adaptation research', 'Research for Impact']","['Introduction to Research for Impact', 'Planning for Impact', 'Engaging and Partnering ', 'Communicating for Impact', 'Building Capacities', 'Influencing for Impact']","['Mark New', 'Jesse DeMaria-Kinney']","['University of Cape Town', 'Oxfam']",Social Sciences,https://www.coursera.org/learn/research-for-impact
Privacy and Standardisation Specialization,4.2,Intermediate level,80,Flexible schedule,127,Discover the huge societal role of standards and value the development and fundamentals of good standardsRelate privacy and data protection to human rights and freedomsCompare legal fundamentals in European and American privacy law and analyse their differencesDiscover the precarious balance between technological advancement and privacy,[],"['Privacy in the Western World', 'Privacy in the USA', 'Privacy in Europe', 'Standardisation & Technology', 'Privacy & Standardisation Capstone']",['Jan Smits'],['EIT Digital '],Social Sciences,https://www.coursera.org/specializations/privacy
Active Learning in STEM with PhET Interactive Simulations Specialization,4.9,Beginner level,64,Flexible schedule,59,"Identify PhET resources that meet your classroom needs and implement them through active learning strategies.Encourage student participation using teaching strategies for the whole class, small groups, and individuals,Implement a teaching activity based on a simulation in your class and evaluate the outcomes with a reflection tool.","['Teaching', 'Simulation', 'Lesson Plan']","['Introduction to PhET Simulations for STEM Education', 'Whole Class with PhET for STEM Education', 'Activity Design with PhET Simulations for STEM Education', 'Implementation of PhET Activities for STEM Education']","['Rebecca Vieyra', 'Zachariah Mbasu']",['University of Colorado Boulder'],Social Sciences,https://www.coursera.org/specializations/active-learning-in-stem-with-phet-interactive-simulations
Street Experiments for Sustainable and Resilient cities,4.8,Beginner level,12,Flexible schedule,28,You'll learn how cities implement and evaluate different types of street experiments to improve the livability of neighbourhoods,"['Critical Thinking', 'Experimental Design', 'Placemaking', 'Urban Mobility', 'Urbanism']","['Streets as Placemaking and Movement (Raising Awareness)', 'Getting to Know Street Experiments', 'Implementing Street Experiments', 'Evaluating Street Experiments']","['Benjamin Büttner', 'Ana Rivas']","['Technical University of Munich (TUM)', ' EIT Urban Mobility']",Social Sciences,https://www.coursera.org/learn/streetexperiments
Unraveling the Cycling City,4.9,Intermediate level,22,Flexible schedule,238,Re-imagine the street as a space for negotiation and social interactionCompare and contrast the experience of cycling to the experience of driving and walkingExplore the historical development of Dutch cyclingExamine the reciprocal interactions between land use and transport and identify how cycling fits into these systems ,"['Urban Planning', 'Bicycle planning', 'Urban design', 'Qualitative Research']","['Week 1: A Historical Perspective', 'Week 2: The urban environment', 'Week 3: The street within a network', 'Week 4: The co-evolution of design and behavior', 'Week 5: Final assignment']","['George Liu', 'Marco te Brömmelstroet', 'Meredith Glaser']",['University of Amsterdam'],Social Sciences,https://www.coursera.org/learn/unraveling-the-cycling-city
Art & Inquiry: Museum Teaching Strategies For Your Classroom,4.7,Intermediate level,12,Flexible schedule,458,"Understand the definition of inquiry and learn how to develop engaging inquiry-based lessonsUnderstand the benefits of inquiry-based learning and its impact on students’ personal development and critical thinking skillsAnalyze the qualities, formats, and instruction techniques that facilitate collective meaning makingPractice inquiry-based learning from a student’s perspective",[],"['Module 1: Introduction to Inquiry | Why Engage in Inquiry Around Art?', 'Module 2: Close Looking and Open-Ended Inquiry', 'Module 3: Art, Inquiry, and Social Emotional Learning', 'Module 4:  Activities as Inquiry', 'Module 5: Putting it all Together | Making Connections Across Curriculum']","['Francis Estrada', 'Larissa Raphael', 'Lisa Mazzola']",['The Museum of Modern Art'],Social Sciences,https://www.coursera.org/learn/artinquiry
Educating Deaf Children: Becoming an Empowered Teacher,4.9,Beginner level,15,Flexible schedule,338,"The importance of Deaf culture/community and the need for a language-rich environment to help Deaf children academically, emotionally, and socially.The accommodations and modifications that you can apply to create an accessible learning experience for Deaf children. ","['Deaf culture and community', 'language-rich environment', 'empowered teacher', 'accommodations and modifications']","['The experience of being Deaf and how it impacts learning', 'The role of teachers in developing resilience in Deaf children', 'Creating an accessible learning experience', 'Becoming an empowered teacher']","['Tara Kuhn', 'Odette Swift']",['University of Cape Town'],Social Sciences,https://www.coursera.org/learn/educating-deaf-children
Teaching Children with Visual Impairment: Creating Empowering Classrooms,4.9,Beginner level,13,Flexible schedule,155,"Recognizing that there are many different eye conditions and that each affects learning and behavior in children differently. Tools to create empowering classrooms where you can teach children with visual impairment in an inclusive, accessible, and attuned space.Identify ways of infusing the Expanded Core Curriculum into teaching and apply curriculum differentiation strategies.","['eye conditions', 'Expanded Core Curriculum', 'visual impairment', 'curriculum differentiation strategies']","['Discover the visually impaired child', 'The Expanded Core Curriculum for the visually impaired child', 'Curriculum differentiation and assistive technology', 'Becoming an empowered teacher']",['Brian Watermeyer'],['University of Cape Town'],Social Sciences,https://www.coursera.org/learn/teach-children-with-visual-impairment
